COMPANY_ID (Custom SQL Query5),COMPANY_ID,COMPANY_NAME,CPU,GPU,INCHES,MEMORY,Number of Records,OS_ID (Custom SQL Query4),OS_ID,OS_NAME,POPULARITY_NUMBER,PRICE_IN_EUROS,PRICE_IN_RUPEES,PRODUCT_ID (Custom SQL Query1),PRODUCT_ID,PRODUCT_NAME,RAM_ID (Custom SQL Query2),RAM_ID,RAM_NAME,RATINGS,SCREENRESOLUTION,TYPE_NAME,TYPE_NAME_ID (Custom SQL Query3),TYPE_NAME_ID,WEIGHT_IN_GM
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,256GB SSD,1,OS4,OS4,Windows 10,2,938,74317.74,PRO887,PRO887,ThinkPad L470,RAM5,RAM5,8GB,2,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1900gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,16,256GB SSD,1,OS4,OS4,Windows 10,1,911,72178.53,PRO889,PRO889,ThinkPad L570,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,256GB SSD,1,OS4,OS4,Windows 10,1,1345,106564.35,PRO899,PRO899,ThinkPad T470,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,1650gms
CO16,CO16,Lenovo,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,14,256GB SSD,1,OS4,OS4,Windows 10,1,1650,130729.5,PRO904,PRO904,ThinkPad T470s,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1320gms
CO16,CO16,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,16,256GB SSD,1,OS4,OS4,Windows 10,1,1349,106881.27,PRO905,PRO905,ThinkPad T560,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,16,256GB SSD,1,OS4,OS4,Windows 10,3,1390,110129.7,PRO906,PRO906,ThinkPad T570,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1950gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,16,512GB SSD,1,OS4,OS4,Windows 10,1,1962.99,155527.7,PRO907,PRO907,ThinkPad T570,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1950gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,16,512GB SSD,1,OS4,OS4,Windows 10,3,1729,136988.67,PRO908,PRO908,ThinkPad T570,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1990gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13,256GB SSD,1,OS4,OS4,Windows 10,2,1010,80022.3,PRO930,PRO930,Thinkpad 13,RAM5,RAM5,8GB,2,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1400gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,14,256GB SSD,1,OS4,OS4,Windows 10,1,857.07,67905.66,PRO931,PRO931,Thinkpad E470,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1870gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,14,256GB SSD,1,OS4,OS4,Windows 10,3,859,68058.57,PRO932,PRO932,Thinkpad E470,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1870gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,16,256GB SSD,1,OS4,OS4,Windows 10,3,830,65760.9,PRO933,PRO933,Thinkpad E570,RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,16,256GB SSD,1,OS4,OS4,Windows 10,1,1011.99,80179.97,PRO934,PRO934,Thinkpad E570,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO16,CO16,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,16,256GB SSD,1,OS4,OS4,Windows 10,3,1049.6,83159.81,PRO935,PRO935,Thinkpad L560,RAM5,RAM5,8GB,3,Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO16,CO16,Lenovo,Intel Core i7 7820HQ 2.9GHz,Nvidia Quadro M2200M,16,256GB SSD,1,OS4,OS4,Windows 10,1,2090,165590.7,PRO937,PRO937,Thinkpad P51,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2670gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620M,17,256GB SSD,1,OS4,OS4,Windows 10,3,2999,237610.77,PRO941,PRO941,Thinkpad P71,RAM5,RAM5,8GB,3,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,3400gms
CO16,CO16,Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,256GB SSD,1,OS4,OS4,Windows 10,1,1186,93966.78,PRO943,PRO943,Thinkpad T460,RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,1700gms
CO16,CO16,Lenovo,Intel Core i5 6300HQ 2.3GHz,Intel HD Graphics 520,14,256GB SSD,1,OS4,OS4,Windows 10,2,1191,94362.93,PRO945,PRO945,Thinkpad T460p,RAM5,RAM5,8GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,1800gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,180GB SSD,1,OS4,OS4,Windows 10,3,1364,108069.72,PRO948,PRO948,Thinkpad T470,RAM5,RAM5,8GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,1700gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,256GB SSD,1,OS4,OS4,Windows 10,1,1480,117260.4,PRO949,PRO949,Thinkpad T470,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1580gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Intel HD Graphics 630,14,256GB SSD,1,OS4,OS4,Windows 10,2,1474,116785.02,PRO950,PRO950,Thinkpad T470p,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1700gms
CO16,CO16,Lenovo,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,16,256GB SSD,1,OS4,OS4,Windows 10,3,1529,121142.67,PRO953,PRO953,Thinkpad T560,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,2300gms
CO16,CO16,Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 630,15,256GB SSD,1,OS4,OS4,Windows 10,3,1097,86915.31,PRO955,PRO955,Thinkpad T570,RAM5,RAM5,8GB,5,IPS Panel Full HD 1920x1080,Notebook,TYP2,TYP2,1950gms
CO15,CO15,Asus,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,14,256GB SSD,1,OS4,OS4,Windows 10,2,941,74555.43,PRO971,PRO971,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,1400gms
CO15,CO15,Asus,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,256GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1334,105692.82,PRO973,PRO973,UX510UX-CN269T (i7-7500U/8GB/256GB,RAM5,RAM5,8GB,4,Full HD 1920x1080,Notebook,TYP2,TYP2,2000gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,AMD R17M-M1-70,15,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,813,64413.99,PRO989,PRO989,V310-15IKB (i5-7200U/8GB/1TB,RAM5,RAM5,8GB,1,Full HD 1920x1080,Notebook,TYP2,TYP2,1900gms
CO16,CO16,Lenovo,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,817.95,64806.18,PRO996,PRO996,V310-15ISK (i5-7200U/8GB/1TB,RAM5,RAM5,8GB,5,Full HD 1920x1080,Notebook,TYP2,TYP2,1900gms
CO19,CO19,HP,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,13,256GB SSD,1,OS4,OS4,Windows 10,3,1389,110050.47,PRO193,PRO193,EliteBook 820,RAM5,RAM5,8GB,3,1366x768,Netbook,TYP3,TYP3,1260gms
CO19,CO19,HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13,256GB SSD,1,OS4,OS4,Windows 10,1,1669,132234.87,PRO194,PRO194,EliteBook 820,RAM5,RAM5,8GB,1,Full HD 1920x1080,Netbook,TYP3,TYP3,1260gms
CO19,CO19,HP,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,13,512GB SSD,1,OS4,OS4,Windows 10,2,1908,151170.84,PRO218,PRO218,EliteBook Folio,RAM5,RAM5,8GB,5,Full HD 1920x1080,Netbook,TYP3,TYP3,970gms
CO19,CO19,HP,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13,512GB SSD,1,OS4,OS4,Windows 10,1,1483,117498.09,PRO226,PRO226,Elitebook 820,RAM5,RAM5,8GB,2,Full HD 1920x1080,Netbook,TYP3,TYP3,1260gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1350,106960.5,PRO1015,PRO1015,VivoBook Pro,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,1990gms
CO15,CO15,Asus,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,16,1TB HDD,1,OS4,OS4,Windows 10,2,1169,92619.87,PRO243,PRO243,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX1060,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1339,106088.97,PRO244,PRO244,FX502VM-DM560T (i7-7700HQ/8GB/1TB,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2240gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,1TB HDD,1,OS4,OS4,Windows 10,1,949,75189.27,PRO245,PRO245,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,RAM5,RAM5,8GB,3,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO15,CO15,Asus,AMD FX 9830P 3GHz,AMD Radeon RX 560,15,1TB HDD,1,OS4,OS4,Windows 10,2,699,55381.77,PRO247,PRO247,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2450gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,256GB SSD,1,OS4,OS4,Windows 10,2,999,79150.77,PRO249,PRO249,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1168,92540.64,PRO250,PRO250,FX753VD-GC007T (i7-7700HQ/8GB/1TB,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,3000gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,17,1TB HDD,1,OS4,OS4,Windows 10,3,1187,94046.01,PRO251,PRO251,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,3000gms
CO15,CO15,Asus,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,938,74317.74,PRO252,PRO252,FX753VD-GC086T (i5-7300HQ/8GB/1TB,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,3000gms
CO3,CO3,MSI,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1229,97373.67,PRO260,PRO260,GE62 Apache,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO3,CO3,MSI,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1511.19,119731.58,PRO263,PRO263,GE72 Apache,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2900gms
CO15,CO15,Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1265,100225.95,PRO270,PRO270,GL553VE-FY082T (i7-7700HQ/8GB/1TB,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO3,CO3,MSI,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1169,92619.87,PRO271,PRO271,GL62 6QF,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2300gms
CO3,CO3,MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1089,86281.47,PRO272,PRO272,GL62M (i5-7300HQ/8GB/1TB,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO3,CO3,MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1119.91,88730.47,PRO273,PRO273,GL62M 7RD,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO3,CO3,MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,256GB SSD,1,OS4,OS4,Windows 10,3,1199,94996.77,PRO274,PRO274,GL62M 7RD,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1149,91035.27,PRO275,PRO275,GL62M 7RDX,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1191.8,94426.31,PRO276,PRO276,GL62M 7REX,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO3,CO3,MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1095,86756.85,PRO277,PRO277,GL72M 7RDX,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1191.8,94426.31,PRO278,PRO278,GL72M 7RDX,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1348.48,106840.07,PRO279,PRO279,GL72M 7REX,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,17,256GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1199,94996.77,PRO280,PRO280,GL72M 7REX,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1142.8,90544.04,PRO282,PRO282,GP62M 7RDX,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1199,94996.77,PRO284,PRO284,GP62M Leopard,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO3,CO3,MSI,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1476.11,116952.2,PRO285,PRO285,GP62MVR 6RF,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1409,111635.07,PRO287,PRO287,GP72MVR 7RFX,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1486.77,117796.79,PRO288,PRO288,GP72VR Leopard,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
CO3,CO3,MSI,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,17,256GB SSD,1,OS4,OS4,Windows 10,2,1599,126688.77,PRO296,PRO296,GS70 Stealth,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2600gms
CO3,CO3,MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15,256GB SSD,1,OS4,OS4,Windows 10,2,1027.74,81427.84,PRO310,PRO310,GV62 7RD-1686NL,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO3,CO3,MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,256GB SSD,1,OS4,OS4,Windows 10,3,997.9,79063.62,PRO311,PRO311,GV62M 7RD,RAM5,RAM5,8GB,3,Full HD 1920x1080,Gaming,TYP4,TYP4,2200gms
CO16,CO16,Lenovo,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1196,94759.08,PRO392,PRO392,IdeaPad Y700-15ISK,RAM5,RAM5,8GB,3,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,3310gms
CO16,CO16,Lenovo,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960<U+039C>,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1272,100780.56,PRO393,PRO393,IdeaPad Y700-15ISK,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2600gms
CO18,CO18,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,1TB HDD,1,OS4,OS4,Windows 10,2,819,64889.37,PRO467,PRO467,Inspiron 5577,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2560gms
CO18,CO18,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15,256GB SSD,1,OS4,OS4,Windows 10,2,879,69643.17,PRO468,PRO468,Inspiron 5577,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2560gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1060.49,84022.62,PRO469,PRO469,Inspiron 5577,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2560gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1498,118686.54,PRO488,PRO488,Inspiron 7567,RAM5,RAM5,8GB,3,4K Ultra HD 3840x2160,Gaming,TYP4,TYP4,2620gms
CO18,CO18,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,1.0TB Hybrid,1,OS4,OS4,Windows 10,2,949,75189.27,PRO490,PRO490,Inspiron 7567,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2650gms
CO18,CO18,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,256GB SSD,1,OS4,OS4,Windows 10,2,985,78041.55,PRO491,PRO491,Inspiron 7567,RAM5,RAM5,8GB,5,Full HD 1920x1080,Gaming,TYP4,TYP4,2620gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15,1.0TB Hybrid,1,OS4,OS4,Windows 10,3,899,71227.77,PRO492,PRO492,Inspiron 7567,RAM5,RAM5,8GB,3,Full HD 1920x1080,Gaming,TYP4,TYP4,2620gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,1TB HDD,1,OS4,OS4,Windows 10,3,1099,87073.77,PRO494,PRO494,Inspiron 7567,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2620gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050Ti,16,1TB HDD,1,OS4,OS4,Windows 10,2,1199,94996.77,PRO495,PRO495,Inspiron 7567,RAM5,RAM5,8GB,3,Full HD 1920x1080,Gaming,TYP4,TYP4,2620gms
CO18,CO18,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15,1TB HDD,1,OS4,OS4,Windows 10,3,999,79150.77,PRO501,PRO501,Inspiron 7577,RAM5,RAM5,8GB,1,Full HD 1920x1080,Gaming,TYP4,TYP4,2650gms
CO18,CO18,Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,15,256GB SSD,1,OS4,OS4,Windows 10,3,1195,94679.85,PRO502,PRO502,Inspiron 7577,RAM5,RAM5,8GB,2,Full HD 1920x1080,Gaming,TYP4,TYP4,2650gms
CO18,CO18,Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1159,91827.57,PRO504,PRO504,Inspiron 7577,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2620gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,999,79150.77,PRO571,PRO571,Legion Y520-15IKBN,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,16,1TB HDD,1,OS4,OS4,Windows 10,2,819,64889.37,PRO573,PRO573,Legion Y520-15IKBN,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2400gms
CO16,CO16,Lenovo,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15,256GB SSD,1,OS4,OS4,Windows 10,2,829,65681.67,PRO574,PRO574,Legion Y520-15IKBN,RAM5,RAM5,8GB,2,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1048,83033.04,PRO575,PRO575,Legion Y520-15IKBN,RAM5,RAM5,8GB,3,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1249,98958.27,PRO576,PRO576,Legion Y520-15IKBN,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,2,1109,87866.07,PRO577,PRO577,Legion Y520-15IKBN,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1189,94204.47,PRO578,PRO578,Legion Y520-15IKBN,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2500gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15,1TB HDD,1,OS4,OS4,Windows 10,2,1299,102919.77,PRO585,PRO585,Legion Y720-15IKB,RAM5,RAM5,8GB,4,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,3200gms
CO16,CO16,Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,16,256GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,3,1399,110842.77,PRO586,PRO586,Legion Y720-15IKB,RAM5,RAM5,8GB,1,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,3200gms
CO3,CO3,MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,17,256GB SSD,1,OS4,OS4,Windows 10,1,1349,106881.27,PRO589,PRO589,Leopard GP72M,RAM5,RAM5,8GB,4,Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
CO7,CO7,Acer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,16,128GB SSD +  1TB HDD,1,OS4,OS4,Windows 10,1,1260,99829.8,PRO622,PRO622,Nitro 5,RAM5,RAM5,8GB,3,IPS Panel Full HD 1920x1080,Gaming,TYP4,TYP4,2700gms
